Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United Republic of Tanzania,7649.7609999999995,7847.305,8055.911,8274.746,8503.221,8740.985999999999,8987.975,9244.351999999999,9510.514000000001,9787.033000000001,10074.507,10373.398000000001,10683.906,11005.905,11339.097,11683.528,12038.903,12406.04,12787.489,13186.556999999999,13605.528999999999,14045.823999999999,14506.617,14985.131000000001,15477.294,15980.301000000001,16493.305,17017.67,17555.494,18109.884,18683.157,19277.108,19891.548,20524.666,21173.603,21836.999,22511.243,23198.533,23909.953999999998,24660.575,25459.604,26315.013,27219.619,28149.327999999998,29070.615,29960.776,30811.854,31635.251,32451.713,33291.54,34178.042,35117.019,36105.808,37149.072,38249.984,39410.545,40634.948,41923.715,43270.144,44664.231,46098.59099999999,47570.902,49082.997,50636.595,52234.869000000006,53879.957
United States Virgin Islands,26.796999999999997,27.374000000000002,28.122,28.822,29.349,29.682,29.855999999999998,30.055,30.491,31.439,33.135,35.716,39.071,42.901,46.726000000000006,50.233000000000004,53.255,55.919,58.478,61.321000000000005,64.726,68.764,73.274,77.983,82.477,86.47,89.848,92.68700000000001,95.075,97.166,99.08,100.87200000000001,102.47399999999999,103.821,104.771,105.28,105.29,104.89,104.309,103.85600000000001,103.756,104.089,104.794,105.723,106.646,107.39200000000001,107.931,108.311,108.556,108.681,108.72200000000001,108.69,108.557,108.352,108.086,107.79299999999999,107.47200000000001,107.141,106.79799999999999,106.469,106.149,105.84299999999999,105.557,105.311,105.11,104.977
United States of America,158804.395,160905.035,163324.851,165988.19,168827.613,171783.842,174805.94100000002,177851.15600000002,180884.458,183877.87300000002,186808.228,189654.905,192397.741,195016.211,197491.84399999998,199815.54,201975.22199999998,203981.928,205880.418,207733.004,209588.15,211461.598,213351.77300000002,215268.687,217218.393,219205.296,221239.215,223324.042,225449.657,227599.878,229763.052,231938.96300000002,234132.63199999998,236344.004,238573.861,240824.12,243098.935,245402.86399999997,247739.582,250113.187,252529.95,254974.819,257454.27300000002,260020.18600000002,262741.566,265658.849,268803.424,272136.55100000004,275542.603,278862.277,281982.778,284852.391,287506.847,290027.624,292539.32399999996,295129.501,297827.356,300595.175,303374.067,306076.36199999996,308641.391,311051.373,313335.423,315536.67600000004,317718.779,319929.162
Uruguay,2238.507,2261.342,2286.265,2313.2129999999997,2342.042,2372.5679999999998,2404.499,2437.499,2471.153,2505.015,2538.651,2571.69,2603.887,2635.1290000000004,2665.39,2694.5370000000003,2722.877,2750.093,2774.7740000000003,2795.046,2809.803,2818.27,2821.4390000000003,2822.0809999999997,2824.0690000000004,2830.172,2841.429,2857.105,2875.966,2896.0229999999997,2915.778,2935.0359999999996,2954.282,2973.4629999999997,2992.645,3011.908,3031.038,3049.966,3069.099,3088.9840000000004,3109.989,3132.05,3154.855,3178.155,3201.607,3224.804,3248.035,3271.01,3292.138,3309.3179999999998,3321.245,3327.103,3327.7729999999997,3325.637,3324.0959999999995,3325.612,3331.0429999999997,3339.741,3350.824,3362.755,3374.415,3385.6240000000003,3396.777,3408.005,3419.546,3431.552
Uzbekistan,6264.056,6476.16,6678.9890000000005,6879.763000000001,7084.378000000001,7297.295999999999,7521.585999999999,7758.928000000001,8009.77,8273.556,8549.493,8837.349,9138.097,9454.25,9788.985999999999,10143.74,10520.878999999999,10917.446000000002,11323.095,11723.846000000001,12110.028,12477.058,12828.625,13173.59,13525.094,13892.638,14279.12,14681.458999999999,15096.011999999999,15516.862,15939.743999999999,16363.562,16790.069,17221.212,17659.975,18108.3,18565.477,19029.877,19501.225,19979.127,20462.463,20951.391,21443.452999999998,21931.69,22407.158,22863.264,23298.911,23715.49,24112.41,24489.769,24848.92,25188.527000000002,25511.876,25830.659,26160.326,26512.183999999997,26890.263,27292.375,27715.825,28155.306,28606.293999999998,29068.224,29540.819,30019.734,30499.618,30976.021
Vanuatu,47.696999999999996,48.923,50.297,51.771,53.33,54.924,56.565,58.245,59.983000000000004,61.794,63.699,65.71300000000001,67.808,69.964,72.131,74.289,76.413,78.52199999999999,80.673,82.94,85.389,88.022,90.823,93.765,96.796,99.87200000000001,103.02799999999999,106.22200000000001,109.429,112.58,115.632,118.58,121.435,124.249,127.09200000000001,130.02700000000002,133.03799999999998,136.125,139.366,142.849,146.634,150.778,155.243,159.814,164.208,168.235,171.801,174.99900000000002,178.078,181.345,185.063,189.29,193.956,198.96400000000003,204.143,209.37,214.63400000000001,219.953,225.34,230.785,236.295,241.87099999999998,247.485,253.142,258.85,264.603
Venezuela (Bolivarian Republic of),5481.978,5735.169,5989.5509999999995,6244.651999999999,6500.641,6758.3730000000005,7019.411,7285.973000000001,7560.819,7846.954000000001,8146.847,8461.685,8790.589,9130.349,9476.252,9824.692,10175.14,10528.053999999998,10881.995,11235.491000000002,11587.761,11937.805,12286.438999999998,12636.969,12994.025,13360.987,13739.142,14127.787,14525.931,14931.739,15343.916000000001,15761.798999999999,16185.893999999998,16617.346,17057.785,17508.058999999997,17968.552,18437.793999999998,18912.526,19388.342,19861.956000000002,20332.078999999998,20799.075,21263.443,21726.352000000003,22188.667,22650.102000000003,23110.178,23569.453999999998,24028.689,24488.34,24948.476000000002,25408.7,25868.522999999997,26327.225,26784.161,27239.167999999998,27691.965,28141.701,28587.322999999997,29028.033,29463.291,29893.08,30317.847999999998,30738.377999999997,31155.134
Viet Nam,24809.906000000003,25364.452999999998,25976.838,26646.172000000002,27370.702,28147.786,28973.874,29844.531000000003,30754.607999999997,31698.431,32670.629,33666.772000000004,34684.165,35722.091,36780.985,37860.012,38959.334,40074.699,41195.835,42309.665,43407.287000000004,44485.907999999996,45549.483,46604.725999999995,47661.773,48729.392,49808.070999999996,50899.504,52015.280999999995,53169.672999999995,54372.514,55627.746,56931.824,58277.387,59653.09,61049.373,62459.56,63881.297,65313.708,66757.402,68209.605,69670.902,71130.448,72560.427,73925.082,75198.977,76372.719,77453.335,78452.897,79391.37400000001,80285.562,81139.91900000001,81956.496,82747.662,83527.678,84308.84300000001,85094.617,85889.59,86707.80099999999,87565.40699999999,88472.51199999999,89436.644,90451.881,91497.725,92544.915,93571.567
Wallis and Futuna Islands,7.0,7.087000000000001,7.233,7.4239999999999995,7.609,7.792999999999999,7.962000000000001,8.124,8.264,8.406,8.557,8.729,8.902999999999999,9.061,9.172,9.222999999999999,9.206,9.135,9.023,8.915,8.842,8.791,8.775,8.805,8.912,9.12,9.412,9.794,10.241,10.728,11.234000000000002,11.751,12.274000000000001,12.774000000000001,13.207,13.532,13.74,13.847000000000001,13.863,13.866,13.878,13.912,13.955,14.014000000000001,14.075,14.142000000000001,14.210999999999999,14.28,14.354000000000001,14.427999999999999,14.5,14.562999999999999,14.622,14.651,14.642999999999999,14.568,14.434000000000001,14.229000000000001,13.984000000000002,13.706,13.427999999999999,13.129000000000001,12.835999999999999,12.550999999999998,12.285,12.065999999999999
Western Sahara,13.765999999999998,16.062,17.57,18.726,19.837,21.147,22.794,24.834,27.232,29.912,32.760999999999996,35.724000000000004,38.849000000000004,42.308,46.31399999999999,50.97,56.626000000000005,63.125,69.476,74.337,76.874,76.372,73.485,70.404,70.212,74.954,85.619,101.186,119.33,136.69899999999998,150.877,161.062,168.058,172.90200000000002,177.273,182.421,188.608,195.438,202.726,210.08,217.25799999999998,224.38299999999998,231.727,239.329,247.257,255.63400000000001,264.108,272.84,283.08299999999997,296.512,314.118,336.651,363.227,391.167,416.79699999999997,437.515,452.35,462.207,468.63300000000004,474.04400000000004,480.274,487.649,495.772,504.855,514.991,526.216
Yemen,4402.32,4473.749,4545.741,4618.5509999999995,4692.418,4767.587,4844.325,4922.8859999999995,5003.532999999999,5086.541,5172.135,5260.501,5351.799,5446.063,5543.339,5643.643,5748.588000000001,5858.638000000001,5971.406999999999,6083.619000000001,6193.81,6300.554,6407.295,6523.451999999999,6661.566,6830.691999999999,7034.868,7271.871999999999,7536.764,7821.552,8120.496999999999,8434.017,8764.621,9111.097,9472.17,9847.899,10232.733,10628.585,11051.503999999999,11523.267,12057.038999999999,12661.614,13325.583,14017.239,14692.686000000002,15320.653,15889.448999999999,16408.953999999998,16896.21,17378.098,17874.725,18390.135,18919.179,19462.086,20017.068,20582.927,21160.534,21751.605,22356.391,22974.929,23606.779,24252.206000000002,24909.968999999997,25576.322,26246.327,26916.207000000002
Zambia,2310.442,2366.6279999999997,2427.991,2493.513,2562.4829999999997,2634.4640000000004,2709.3590000000004,2787.337,2868.841,2954.4829999999997,3044.8459999999995,3140.264,3240.587,3345.145,3452.942,3563.407,3676.1890000000003,3791.887,3912.085,4038.923,4173.928,4317.748,4469.895,4629.402,4794.754,4964.831,5139.03,5317.630999999999,5501.445,5691.749,5889.23,6094.206,6305.709,6521.5419999999995,6738.765,6955.2119999999995,7170.656,7385.686,7600.071999999999,7813.808000000001,8027.253000000001,8239.732,8452.275,8669.168,8896.109,9137.077,9394.304,9666.578000000001,9950.224,10239.714,10531.221000000001,10824.125,11120.409,11421.983999999999,11731.746000000001,12052.156,12383.446000000002,12725.973999999998,13082.517,13456.417,13850.033000000001,14264.756000000001,14699.937,15153.21,15620.973999999998,16100.587
Zimbabwe,2746.8520000000003,2829.75,2917.368,3008.925,3103.8990000000003,3202.015,3303.265,3407.908,3516.3990000000003,3629.3559999999998,3747.369,3870.756,3999.4190000000003,4132.755999999999,4269.863,4410.212,4553.433,4700.041,4851.431,5009.514,5175.6179999999995,5351.195,5535.874,5727.044,5920.943,6115.37,6308.3,6501.893,6703.182,6921.79,7164.172,7431.94,7721.536,8027.565,8342.195,8658.857,8976.205,9293.283000000001,9604.302,9902.54,10183.113000000001,10443.043,10682.868,10905.756000000001,11116.948,11320.346000000001,11518.261999999999,11709.997,11893.271999999999,12064.537,12222.251,12366.165,12500.525,12633.896999999999,12777.511,12940.032,13124.267,13329.909,13558.469,13810.598999999998,14086.317,14386.649,14710.826000000001,15054.506000000001,15411.675,15777.451000000001
